	Мария Грипе

	Кофе ішіліп болғаннан кейін мамасы одан Юханның киімдерін киіп, бойына өлшеп көруді сұрады, мүмкін бір жерлерін жөндеу керек болар деді. Эльвис өзіне айтылғандардың бәрін екі етпей орындады — мұнысы киімді бойына өлшеуді керемет бір ұнатқандықтан емес, әжесін аяғандығы. Юханның киімін мұның үстінен көргенде әжесінің балаша қуанып тұратынын біледі. Сірә, сонда ол Юханды көз алдына елестетіп тұратын болар. Және де әжесін аяйтын бір себебі, оның ылғи да Юханды бір жаққа кетіп қалды деп өзін-өзі алдаусыратып отыратындығы: неліктен бүйтетіндігін Эльвис түсінбейді. Ол әжесіне аң-таң боп қарайды. Оған шындықты айтса қалай болар екен өзі? Өзінің бәрін де білетіндігін айтып салса қайтер екен, ә?

	Эльвис мамасына бұрылып қарайды да, жоқ, ештеме де айтпаймын деп бекінеді. Мама сына бұл шындыңтың ұнамайтындығын сезеді.

	— Иә, алдағы жылы балаға енді киімді өздеріңе алуға тура келер,—деді әжесі жәйлап қана,— Юханның бұл соңғы киімдері.

	─ Түсінікті жай ғой,— деді мамасы.

	— Эльвистің мына киіп тұрғаны оның соңғы әдемі костюмі еді,— деп сөзін жалғастырды әжесі немересіне ойлана қарап қойып. Ол қолдарын тізесінің үстіне салды.— Біз мұны сол күзде, соның алдында... сатып алғанбыз...— деді ол сыбырлаған үнмен.

	Одан әрі ол даусын сәл шығарыңқырап, Юханның ақыры бұл костюмді киетін кезге дейін жете алмай кеткенін айтты. Кажет болса, жеңдері мен балақтарын сөгіп, ұзартуға да келеді. Эльвиске бірақ қазірдің өзінде бұл салбыраған, мол.

	Юханның киімдерінің неліктен өзіне мол бола беретінін Эльвис енді түсінді. Ол киімдерін өзіне шақ болғанға дейін жеткізбей тоздырып тастай берген. Басқа-басқа, ал киімнің дал-дұлын шығарып тоздыруға Эльвисті жібер.

	Мамасы айналдыра қарап шығып, басын шайқады.

	— Мына баланың үстінде бұл костюм ұзаққа шыдамас! — деді ол Эльвисті иегімен көрсетіп.

	Әжесінің көздері бақырайып кетті.

	— Сен бұл костюмді күтіп ки, Эльвис,—деді ол даусын нығыздап.— Сенің Юхан ағаң мұны сыйлыққа алғанда кереметтей қуанған, күтіп киюге уәдесін де берген болатын...

	─ Юхан... сапарға аттанып кеткен кезде неше жаста болатын,— деп сұрады мамасы.

	Әжесі кетуге жиналып орнынан тұра бастаған еді.

	— Қазір айтамын. Қазір осы Эльвис нешеде болса, оған да сонша болған. Алты жас, алты ай, он сегіз күн. Менің бүгін сендерге келіп, мына костюмді әкелгенім де сол себептен..

	─ Бұл сонда қашан болған еді? — деп сұрады мамасы.

	Бұдан он екі жыл бұрын... Қазір ол он тоғызға толар еді ғой. Эльвис Юханның костюмін киген күйі сол орнында тапжылмай тұрды. Мамасы оған бір түрлі кейіппен қарап қалыпты. Теледидардан қайғылы, мұңлы бірдемелерді көрсеткенде оның көзқарасы тап осындай бола қалатын-ды. Ал әжесі сол күйі әлі су тамшылап тұрған құбырға қарап тұрды. Кенет мамасы орнынан атып тұрып, Эльвисті қатты құшақтай алды. Аңдаусыз тұрған ол тәлтіректеп барып ыдыс жуғышқа соғылды. Мамасы құшағынан оны сол бойда жібере салуға мәжбүр болды, өйткені оған Сессан көп жармасып, үріп, қыңсылай бастаған еді.

	— Немене, мені қызғанасың ба? — деп күлді мамасы итті қолына алып

	— Қызғандың ғой, иә? Сен тым болмаса еркелетуге де жарайсың. Мына оралымсыз құсап құлап қалмайтын шығарсың, ыдыс жуғышқа соғылмайтын боларсың сен.

	Ол иегімен Эльвисті көрсетіп қояды, бірақ ашуланып тұрмаған сияқты. Өзін оралымсыз дегеніне қарап мамасы ашуланып қалды ма екен деп еді. Кенет осы арада оның басына мынандай ой сап ете қалды. Мамасы осы ұрысқанда кейісті сөздерді бұған пәлендей бір жек көргендіктен, жамандықпен айтпайтын шығар. Мүмкін мамасы өзін-өзі кей-кейде сабырлы ұстай білмегендіктен ғана айтып салатын болар-ау осы. Өте тың, өте жаңа пікір!

	Әжесі әлдеқашан кетіп қалған, ал Эльвис болса әлі осы ойдың ұшығынан шыға алмай отыр. Солай болса жақсы, әрине. Мамасы, мүмкін шынында да, өзінің аузынан шыққан сөздерге мән бере бермейтін болар? Ал ол мүлде басқаша ойлап келген...

	Мүмкін тіпті бұның өзі де өз сөздеріне онша мән бермейтін шығар? Оның аузынан қаншама ызалы, әрі татымсыз сөздер шықпады дейсің?!Рас, сондай сөздер аузынан шыққан кезде ол ойлап айттым ғой дейтін, бірақ сонда шыныменен-ақ ойланып сөйледі ме екен? Егер олай болмаса, нағыз сұмдықтың өзі ғой бұл...

	Жоқ, сірә, адам өзінің айтқан сөздеріне әрдайым да есеп бере бермейді. Мұны біліп қойған дұрыс. Олай болса, мамасының ұрысқанына ол тектен-текке ызаланып, өкпелейді екен ғой. Эльвистің өзі дөрекі мінез көрсеткен кездегі мамасының ашу шақыратынына да пәлендей таң қалуға болмайтын шығар-ау.

	Эльвис үстіндегі киім ілгіште салбырап ілулі тұрғандай Юханның бір киер сәнді костюмін асықпай шеше бастады. Юхан әлжуаз, әлсіз болғандықтан да костюмді шап-шақ қылып киюге дейін жете алмай кетті, ал Эльвис болса, керісінше, мығым. Сондықтан да бұл костюмнің ол өсіп, шақтап киемін дегенінше шаруасы бітіп те болады. Эльвис костюмнің шалбарына үңіле қарады. Бір кезде бұны әдемі костюмімен бірге Юхан киіп алшаңдаса, енді бұл — Эльвистікі. Ол өзінің бүгін алты жас, алты ай, он сегіз күнге толғанын білді. Бұдан былай күн санап енді Юханнан үлкен бола бастайды. Өзінің білетіні — өзіне ғана аян.

	Мамасы шалбарды пенжегімен бірге алып шкафтың ішіне іліп қойды. Содан кейін ол әжесі отырған кезде сөйлемей тұрған радиоқабылдағышты қосады.

	— Әжеңнің радиодан миы шаршайды,— деді мамасы,—- ол кісінің басы көнерген, у-шуды көтере алмайды.

	— Радиодан, басым жап-жаңа болса да, мен де шаршап кетемін,— деді Эльвис.

	Мамасы бірақ оның сөзін тыңдамайды. Эльвис осы айтқанын оның құлағына тура айқайлап қайталағысы келген еді, бірақ дер кезінде өзін-өзі тоқтата қойды. Айқайлаудың не керегі бар? Бұл үшін тек қана сазайын алады. Эльвис сыртқа жүгіріп шықты да, Петердің үйіне қарай кетті. Оны қазір кездестіре алса жақсы болар еді. Эльвис кенет қалт тұра қалып, қолын көтерді. Әуелі ол бас бармағын, сонан соң шынашағын бүгеді.

	Юлияның келуіне бар-жоғы үш-ақ күн қалды.

	Папасы аяқ астынан Эльвис велосипед тебуді үйренуі керек деген шешімге келді.

	─ Бұның бір ерекше себебі бар,— деді ол.

	─ Қандай себеп? — деп сұрады Эльвис.

	Папасы бірақ одан әрі ештеңе де айтқысы келмеді.

	─ Велосипед тебуді үйреніп алғаннан кейін білесің,— деді ол.

	Мамасы Эльвистің велосипед үйренуіне қарсы болды. Бұған әлі ертерек деді ол. Эльвис велосипед тебуге әлі кішкентай, күте тұруға да болатынын айтты. Эльвистің, әрине, велосипед тепкісі келетіні өзінен-өзі түсінікті. Тоғай ішіндегі соқпақ жолға түсіп алып, Петермен бірге велосипедке мініп, жарысып, зырлағаннан артық не болушы еді...

	Бірақ... велосипедтің бар-жоғы екі-ақ дөңгелегі бар, сондықтан қауіпсіз де емес, омақасып кетуің де аяқ астынан! Ал Эльвиске құлап қалудан қорқынышты нәрсе жоқ. Қатты қорқады. Жарадар болып, әлдебір жерімді ауыртып аламын-ау дегендіктен емес бұл, жалпы құлау деген қорқынышты. Ең жаманы — құлап бара жатқан сәт. Ал құлап түсіп, жерге арқаң тигеннен кейін онша қорқыныш жоқ.

	Папасы мамасының ескі велосипедін алып шығып, Эльвисті өзіне шақырған кезде үрейден оның іші-бауыры қалтырап кетті. Ол бір ауыз тіл қатпай, папасының соңынан ере берді. Ал жүрегі кеудесінде допша тулап келеді. Олар қозғалысы мүлде аз бір көшеге қарай бұрылды. Папасы осы арада оған велосипед тебуді үйретеді. Тым құрыса енді осынысынан бірдеме шықса екен! Футболдан ештеме шықпағасын енді велосипед тебуді азырақ үйреніп алғаны дұрыс болар еді! Ол суға жүзуді де үйрене алмай-ақ қойған еді, папасы қатарынан екі жаз бойы арам тері шығып әуреленген болатын, бірақ түк те шықпаған. Эльвис өзінің әйтеуір бірдемеден жолы болуын іштей қатты тіледі.





18


	Папасы өзінің аса мейірбандығынан ғана оған велосипед тебуді үйреткісі келеді, бұл — түсінікті жай. Ал футбол және жалпы спорт дегеннің жөні бөлек нәрсе: папасы Эльвистен ешқашан да спортшы шықпайды деп әрдайым да ызаланып жүретін. Қазір енді оның жүзінде мейірім шуағы мен бір жұмбақ сыр бар, Эльвис қайтсе де велосипед тебуді үйренуі керек дейді ол. «Бұның ерекше себебі бар». Эльвис онсыз да велосипед тебуді үйренгісі келеді, ол бұл үшін барлық күшін салуға бар...

	Әуелі папасы велосипедті қалай тебу керектігін оған өзі көрсетті — әрлі-берлі жүрді, ал Эльвис қарап тұрды. Сірә, велосипед тебу дегенің құстардың ұшқаны тәрізді оп-оңай-ақ нәрсе болар өзі. Бірақ олай болмады, Эльвис өзі велосипедке мініп алған кезде барып мұның өте қиын нәрсе екеніне көзі жетті. Ол бар салмағымен рульге жабыса түсті, аяқтары педальге жетпей, салбырап қалды. Түк те өнбеді... Ол дөңбек ағаштай, икемсіз болатын және оның үстіне тұла-бойы қалшылдап тұрды. Папасы велосипедті нып-нық ұстап тұрған, Эльвистің қорықпауына да болатын еді, сонда да қалтырай берді. Әдетте ол өзіне-өзі ызаланбайтын, осы арада қатты ызаланып кетті. Ызаланған сайын велосипед оның ырқына көнбеді.Папасы қара терге түсіп, оны үйретуге тырысып-ақ бақты, олай әуреленді, бұлай әуреленді. Ол Эльвиске аяқты қай жерге қойып, педальді қалай айналдыру керектігін көрсетті. Сақтық үшін руль мен ершеден ұстап та тұрды. Бәрібір түк те өнбеді. Эльвис мәжүгін рульден жабысып айырылмады. Демек, оның велосипедке де икемі болмағаны айдан анық. Осыншама әуреленіп түк өндіре алмаған папасын аяды ол.

	Рас, бұдан соң енді папасы пәлендей тырыспады. Ол велосипедтің үстіне төне еңкейіп тұрды. Ал Эльвис бір уыс болған күйі алдыңғы дөңгелек жақтан жерге сырғып түсті.

	─ Қайтеміз енді, үйге қайтамыз ба? — деп сұрады папасы.

	Эльвис тыпыр етпестен өзінің ебедейсіз аяқтарына қарап отыра берді.

	— Менен ештеңе де шықпайды,— деді ол. Сөйтіп папасының көңілін тыныштандырмақшы еді.

	— Не, не дедің? — деп сұрады папасы. Жауап күтпестен Эльвиске қарады да: —неге олай дейсің?.. Әйтеуір сенен бірдеме шығатыны даусыз ғой, — деді.

	Папасының бұған оншалықты сенімді екені байқалмайды. Олар мамасының ескі велосипедін жетекке алып, кейін қарай ілбіді. Эльвистің жүрегі дәл манағыдай тулаған жоқ. Ол ылғал сорған кесектей немесе Эльвистің өзі сықылды зіп-зілдей еді. Папасы оны жұбата бастады. Велосипед тебуді ешкім де бір дегеннен үйреніп кетпейді деді ол. Тіпті папасының өзі де сөйткен. Ал ол — керемет спортшы ғой. Ол да көпке шейін үйрене алмаған. Тек мойымау керек. Эльвис те бірте-бірте үйреніп кетеді әлі-ақ. Шыдам қажет тек.

	Эльвис ештеңе деп жауап қатқан жоқ. Іштей бірақ берілмеуге, мойымауға өзіне-өзі сөз беріп келе жатты. Үйренгісі келеді екен, сөз жоқ үйренеді. Әрине бірақ бұл үшін көп күш жұмсау керек екендігін біледі. Ештемеге икемі жоқ балаларды қайтадан жасап шығаратын бірдеме ойлап тапса ғой, шіркін. Сонда олар ата-аналарына сор болмас еді. Бірақ адам сол күйінде өзгермей қалуы керек. Эльвистің, мәселен, өзгергісі жоқ. Ол өзі қазір қалай, солай қалғысы келеді. Оның тіпті де бөтен біреуге айналғысы келмейді. Әйтпесе кенет өзі Құпиясы жоқ басқа бала боп шыға келсе, несі жақсы.

	Папасы екеуі үйге қайтып келгеннен кейін мамасы:

	— Қазір дачаға жүреміз! Бізді әлгі Италияға барып келген көршілер қонаққа шақырды,— деді.

	— Сенің бірақ олармен осы кездескің келмейтін еді ғой,— деді папасы.— Оларды сен шектен тыс көп мақтана береді деп жақтырмайтын едің!

	— Олардың мақтана беретіні рас,— деді мамасы.

	Бәрібір бірақ әйелдік әуестігі жеңе берді, —- көршілер оған Италиядан әкелген нәрселерін көрсетпекші болған еді.

	— Несіне барамыз? Кейін қызғаныштан ішіңнің өртеніп жүруі үшін бе? — деді папасы наразылау үнмен.

	Бірақ айналып келгенде бәрі де мамасының айтқанындай болады. Әке-шешесі дачаға барады, Эльвис те олармен бірге жүреді. Ол бұның орнына Петердің үйіне қуана-қуана барып келер еді, бірақ бұны айтуға батылы жетпейді. Ол велосипед тебуді үйренудің әуресінен де шаршады, және оның үстіне папасын да аяды. Әуелі мәжгүн ұлын велосипед тебуге үйретеді, одан соң бір кеш бойы көршілерде отырып, олардың бөскендерін тыңдайды. Бұның үстіне мамасының сондай заттарды сатып ала алмайтынына жыны ұстап, шаптығатынына дейін алдын-ала белгілі болып отыр. Ия, дачадан қайтып келгеннен кейін үй ішінің жағдайлы болмайтыны көрініп тұр.

	Қолдан келер қандай амал бар. Жол бойы бірақ мамасының көңілі көтеріңкі болды. Папасы мен Эльвистің бүгінгі машақаттары жайлы ол:

	— Ештеңе етпейді. Велосипед тебуді Эльвис не ғүрлым асықпай үйрене берсе, солғұрлым кейін жақсы тебетін болады,— деді.

	Өйткені әбден жақсы үйреніп алмайынша мамасы мұны велосипедпен қозғалысы ығы-жығы көшеге жібере салуға еш уақытта батылы бармас еді. Эльвиске бола мамасының қалай уайым шегетінін көрсеңіз.

	Қараңғылық тез үйірілді. Ауа бірақ жұп-жұмсақ, әрі жылы еді, аспанда жұлдыздар жымыңдай бастады. Аспан дегенің — тура бәйшешек қаптап кеткен көктемгі бақтай. Велосипедпен осындай аспанда зымырап бір жүйткісең қандай керемет болар еді!

	Эльвис әке-шешесімен бірге көршілердікіне барған жоқ. Оған онсыз да бәрі естіліп те, көрініп те тұрды, өйткені көршінің дачасы тұп-тура қарсыда болатын. Олар барлығы түрлі түсті келегейлі шамы бар верандада отырды, олар көктегі жұлдыздарды көрмейді...

	Айтылып жатқан сөздердің әрбірі де айқын естіліп жатты, бірақ Эльвистің оны тыңдағысы жоқ. Дәл қазір мамасы көршілерге Петер жайлы айтып жатыр: «Сол әлгі өте сүйкімді жас жігіт менің баламды өйтіп-бүйтіп, болбырлығынан арылтып, ширатқалы жүр». Мұндай сөздің несін тыңдайсың!

	Эльвис сарайға барып, отындық шерке ағаштардың арасынан Юханның құпиялары салынған қобдишаны алды. Жұмбақ кездің бейнесі салынған сынықша — өрнекше тастардың бірі болып шықты. Ал мына кішкене кілт ше?.. Эльвис оны қобдишаның ішінен алды да, сарайдан шығып, төмпешіктің үстіне барып отырды.

	Осы кезде майтабандарын жайлап қана басып, бұқпантайлап келді де, Сиппан қалың шөптің арасында, Эльвистен бірнеше қадам жерде қалт тұра қалды. Эльвис қолын бұлғап, мысықты ыммен өзіне шақырды. Мысық үріккен жоқ, оған жақындай түсті. Міне, ол тіпті қол созымдай-ақ жерде тұрды. Бұлар кездесіп қалғандағы бұрынғы дағдылары бойынша бір-бірінен көздерін алмай қарады. Ол мысыққа іңір шұғыласымен жалтылдап тұрған қолындағы кілтті көрсетті. Сонан соң бұны мысықтың көз алдына тақап, маятник тәрізді етіп әрлі-берлі бұлғаңдатты. Сиппан екеуінің бұрынғы ойнап жүретін кездеріндегідей кілтті табанымен қағып жіберді. Сиппан ылғи да жарқырауық заттарды жақсы көретін.

	Эльвис бәсең ғана үнмен мысыққа сөйлеп отырды. Аздан соң Сиппан оның тізесіне шығып, жайбарақат жатып алды. Ол мұның арқасынан жайлап қана сипалады, мысық дәл бұрынғысындай пырылдай бастады. Эльвис бұған сұмдық қуанып кетті, мысық пырылдауын ұмытып та қалған болар деп ойлаған еді ол.Осылайша олар бір кеш бойы төмпешіктің үстінде отырды...

	Эльвис алақанын ашып, жұмбақ қалыпта жарқырап жатқан кішкене кілтке қарайды. Бұл кілттің ашатын құлпы табылғанша әлі талай уақыттардың өтетіні жайлы ойға берілді ол. Көп уақыттардың ететіні де жақсы. Қашан болмасын, әйтеуір, бірде оны өзінің табатынын біледі. Өйткені, бұл — Юханның ойлап тауып жүргені. Юхан бұл кішкене кілтті курткасының қалта жақ астарына әдейі тыққан. Бір кездері біреу тауып алатын болсын деген. Ал кілтті тапқан адам құлыпты да табады. Бұл түсінікті жәй. Оның өзі де солай пайымдаған болар еді.

	Демек, құлыпты іздеуі керек. Тек қазір емес. Кішкене кілттің құпиясын әзірше сақтай тұрғаны жөн: көңіліңде қиялдап, армандап жүретін бірдемең болуы керек қой. Юхан да тірі болғанында тура осындай шешімге келер еді.

	Эльвис кілт жатқан алақанын жоғары көтерді. Алдымен бас бармағын, сосын шынашағын бүкті. Сәл ойланып алып аты жоқ саусағын 6үгіп қойды. Бүгілмеген — ортаңғы және сұқ саусағы ғана. Юлияның келуіне бар-жоғы екі-ақ күн қалды!





19


	Юлияның үйі енді бұрынғысындай тап-таза; әп әдемі болып тұрды, бақтың іші де сондай. Бір жөні болғанша үйге бас-көз боп қарай тұру үшін Петер сонда көшіп алды. Ол өзімен бірге кереует, стол және орындық алды. Бұған қоса Үкішіктің үлкен торын, өзінің барлық кітаптарын да ала келді.

	Бақ ішінде, каштан ағашының астында велосипеді сүйеулі тұрды. Эльвис бақтың ішіне кірді. Велосипед дөңгелегінің сым шабақтары күнге жалт-жұлт шағылысады. Эльвис велосипедтің қасына келіп, бұны айналдыра қарады. Содан соң рулінен ұстап соқпақ жолға алып шықты.

	Мүмкін Петердің велосипедімен тебуді үйреніп алу оңай болар. Осы сәтте Петер терезеден:

	─ Сәлем, Эльвис! Мен қазір келемін!—деп дауыстады.

	Эльвис велосипедті рулінен ұстап күтіп тұрды. Эльвис Петерге оған кеше папасының велосипед тебуді үйреткісі келгенін айтты.

	─ Қалай ойлайсың мен үйрене аламын ба? — деп абыржи сұрады одан Эльвис.

	— Әрине, үйреніп кетесің,— деді Петер,— тек бұл велосипедпен емес, бұл саған тым үлкендеу соғады.

	Папасының кеше өзінікін емес, мамасының велосипедін алғаны да сондықтан екен ғой. Сарайда бірақ Юлияның велосипеді тұр ғой, ол мамасынікінен де кішілеу, ықшамдау.

	─ Бізге оны алуға болады деп ойлайсың ба? — деп сұрады Эльвис.

	— Әрине болады деп ойлаймын. Велосипедінің сенің кәдеңе жарағанын естігенде Юлия тек қана қуанышты болады.

	Олар сөйтіп Юлияның велосипедін алуға кетті. Велосипед өте әдемі болатын, түсі қанық, шым қызыл, әрі сондай жеп-жеңіл, ыңғайлы-ақ. Петер дөңгелектің резеңкесіне жел үрлей бастады, Эльвис тағатсыздана тыпыршып тұрды.

	Өкінішке орай бұл велосипедті де зырлатып теуіп кете алмады. Кешегіден болар-болмас-ақ тәуір. Велосипедке отырғанда өзінің салмағын бұрынғыдай емес, игере бастағандай, рульге әлі жабыса берсе де, бір соқта зіл емес, кішігірім капшықтай-ақ күш салды. Және кешегідей қорыққан жоқ, өзін еркін ұстап отырды. Петер:

	─ Ал ахуалың қалай? — деп сұрады.

	Эльвис тиісті жауабын берді, ал енді кешегі бір соқта зілден арылды, салмағы қапшықтай-ақ болып қалды.

	— Тамаша! — деді Петер.— Капшықтың ішіндегісін қағып-қағып түсіріп, жеңілдетуге болады соқталанған зілді қайтер едік?

	Сол арада ол Эльвистің ішінен қоқым мен қоқысты сілкілеп түсіріп жатқан әрекетті бейнеледі. Ол оны жоғары көтеріп алып сілкілей бастады, екеуі де күлкіден мәз-мәйрам болды. Қаптың іші керексіз көп қоқымға толып кеткен. Керексіздерін, артығын түгелдей түсіріп тастау үшін дұрыстап сілкілеп алу қажет дейді Петер.

	— Қара, әне, қара! Көрдің бе? Үп-үлкен бір сұрғылт соқта зіл жерге ұшып түсті! Мұның не екенін білесің бе?

	Эльвис көзін бақшитып тұрып қарады. Ол Петер айтқан әлгі үлкен сұрғылт соқтаны кәдімгідей-ақ көрген сияқты болды.

	— Ия, көрдім, ол не? — деп сұрады Эльвис демін ішіне тартып.

	— Мұның бәрі сенің ішіңдегі өтіріктерің,— деп жауап берді Петер.— Енді сен еш уақытта өтірік айтпайтын боласың.

	─ Еш уақытта да ма? — деп сұрады Эльвис.

	─ Еш уақытта да.

	─ Сен оны өз көзіңмен көрдің бе? Сірә, үлкен болар өзі, ә? — деп сыбырлады Эльвис.

	─ Өзі білмейтіндей-ақ! — деп күлді Петер.

	Басының іші ойдан сіресіп тұрса да, Эльвистің күлкісі келді. Әлгі соқта, сірә, әжептәуір үлкен болар, үйден шыққан сайын мамасын ол қаншама рет алдады! Ал кейін қайтып келгенде де қайда болғанын айтпайтын, жасыратын...

	─ Соқта расында да зор болса, зор шығар,— деп келісті Эльвис.

	Петер өзін доп тепкен футболшыға ұқсатып, аяғын қатты сілтеп жіберді.

	─ Бітті осымен!

	─ Не бітті? — деп сұрады Эльвис басын жоғары көтеріп.

	— Сенің әлгі барлық өтіріктеріңнің шаруасы бітті! Аспанға ұшып кетті!—деді Петер.

	— Қалай енді көңілің орнықты ма?

	Олар іске қайта кірісті: Эльвис қасарыспа мінезден, мамасының тәтті-тұщыларын сыртқа тасудан, ісмерлік ұсақ-түйек сақтайтын оның қораптарын ақтаратын дағдысынан және тағы да басқа әлдеқашан ұмытылып кеткен күнәлардан да тура осындай жолмен арылды.

	— Жетеді! — деді Петер.

	— Әйтпесе тіптен жеңілдеп кетерсің де, велосипед сені үстінен қаңбақ құрлы көрмей лақтырып тастап, өз жөнімен безіп ала жөнелер. Ал енді тағы да велосипедке отырып көрейік.

	Эльвис бірақ сабасына түсе алмады. Бақтың ішінде ойран асыр сала жүгіріп, тамағы қарлығып, ішек-сілесі қатқанша күлді, өзінің бірақ неменеге сонша көңілденгенін біліп те жатпады. Ақырында әйтеуір ол сабасына түсті де, өзін тосып тұрған Петердің қасындағы велосипедке кеп мініп алды. Эльвис педальдарға аяғын салып, табандарымен нығарлай басып ілгерлі-кейін, ілгерлі-кейін айналдыра бастады. Велосипедтің ершігі оның арқасына тіреліп тұрды, ол бұған отыра алмады, мұның есесіне бірақ педальдарды жап-жақсы айналдырды. Велосипед зымырай жөнелді. Бұл өзі нағыз кереметтің кереметі болды. Тіпті де қорқынышты емес еді, өйткені Петер ершіктен ұстап, артында жүгіріп келе жатты..

	Эльвис осылайша өмір бойы тоқтамай зырлай берер еді — оның көңілінің тап осы сәт қандайлық көңілді сазға бөленгенін көрсең ғой. Ол педальды айналдыра берді, айналдыра берді. Қақпа есігі мен үйдің арасындағы жолмен ілгерлі-кейін, ілгерлі-кейін зымырады.

	Петер енді аз өткесін ершіктен қолын жіберіп, жүк салатын артқы орынның торынан ұстады. Эльвис мұны білген жоқ. Ол тек педальді айналдыра берді, аузымен мотор жасап, ырыл-тырылға басады. Петер артқы орынның торынан қолын жіберіп қалды. Эльвис ешкімнің сүйеуінсіз, демеуінсіз, жалғыз кете барды. Әуелі ол мұны байқамаған, қаннен-қаперсіз әрі қарай зырлатып айдай берді. Көңілі желдей есіп, шаттанғанның үстіне шаттана түсті.

	Кенет Петердің артта емес, қапталда жүгіріп келе жатқанына көзі түсіп кетті. Ол манадан ершіктен ұстап келе жатқан қолын бұған бұлғалап қояды. Сол кезде, міне, Эльвис жалп ете түсті.Ол оқ тиген торғайдай тыпырлап, қолдарымен жерді тырмалай берді, ал велосипед үстінде қисайып жатты. Әуелі Петер велосипедті көтеріп алып, сонан соң Эльвисті орнынан тұрғызды. Оның еш жері жараланған да, ауырған да жоқ еді.

	— Онда қайта отыр! — деді Петер.

	Эльвис үндеместен келіп велосипедке қайта отырды. Ол тіпті Петердің енді ершіктен ұстайтыны, ұстамайтыны жайлы да сұрамады. Петер ершіктен ол айтпай-ақ өзі ұстап тұрды. Эльвис бұны білген, Петер оны екінші қайтара құлатпақ емес. Сөйткенмен де Эльвис әлі де қорқыңқырап отырды. Және осы жолы да, Петер қолын ершіктен алып, артқы орынның торынан ұстай берген кезде кұлап түсті. Бірақ жерге құлаған жоқ, Петер оны қағып алды, содан соң тағы ол ілгері қарай айдай берді. Енді Петер қолын көпке шейін жібермеді. Эльвис артына жалтақ-жалтақ қараған сайын ершіктен ұстап келе жатқан Петердің қолын көреді. Ол бірақ Петердің болар-болмас қана саусақтарының ұшымен демеп келе жатқанын білген жоқ еді. Ал содан кейін Петердің қолы мен ершік арақашықтығы он сантиметрге жуық алшақтап кетті. Эльвис жылдамдықты арттыра түсіп, ыңылдап, әнге басып келе жатты. Петер де оның әніне қосылып қояды. Енді Петердің қолы мен ершіктің арақашықтығы жарты метрге жетті. Петер де қатты жүгіре түсті, ол енді артта емес, манағыдай велосипедтің қапталында келе жатты. Эльвис бұны көрді. Петер оған қарап өзінің ершікті ұстауға тиісті қолын бұлғалап қойды. Эльвис бұны да көрді. Ол енді ыңылдап ән айтуын қоя салып, тістеніп алды. Бірақ құлаған жоқ, әрі қарай зымырай берді, Енді ол велосипедті тебе алатын болды! Тек, міне, үйдің қабырғасына соқтығып қала жаздады, енді сәл болмағанда ол күнбағысты тапап кететін еді, дер кезінде әйтеуір тоқтатып үлгерді. Дәлірегі, оны Петер тоқтатты. Эльвис бірақ педальді босатып, жерге секіріп түсуге асықпады. Петер қолын велосипедтен жіберген жоқ, ал Эльвис тепе-теңдік қалыпты сақтап тұрды. Педальдар аяқтарының астындағы басқыштар тәрізді. Педальды басып тұрған кезде оның бойы Петердікімен бірдей. Велосипедтің үстінен оған күнбағыстың түйнек-қалпағы да жақсы көрініп тұр. Ол енді-енді қауызын ашқалы тұр. Іш жағы алтындай жарқырап келеді. Гүлі шашақталып қалған...

	Эльвис рульден қолдарын жібере салды. Сонан соң оң қолының жалғыз саусағынан басқасын бүгіп, Петерге:

	— Юлияның келуіне бір-ақ күн қалды! — деді.





20


	Эльвис үйдегілерге өзінің велосипед тебе алатындығын айтпады.

	Оның айтқысы-ақ келген, тіпті бұған ерте бастан дайындалып, бір түрлі қуанып, іштей өрекпіп жүрген. Папасымен бірге шығып, өзінің велосипедті қалайша тебетіндігін көрсетпекші болып та қиялдаған. Алдын-ала ол мұны папасы мен мамасына қайтіп айтатынын, олардың бұған не дейтінін, қалай таң қалысып мәз болатындықтарына шейін көз алдына елестетіп те жүрді. Бірақ неге екені белгісіз, енді айтқысы кеп оқтала бергенде тілінің ұшына бірде-бір сөз оралмай қалды. Еріндері өзінен-өзі қымқырылып, балық тәрізді мылқау халге түсті.

	Бірдеме айтқысы келгенде дәйім ол осындай бір түсініксіз жағдайларға тап болады. Неліктен екенін Эльвистің өзі де түсінбейді. Қалт етесің де, тапжылмай қаласың. Аузыңа сөз түспейді. Бұл жолы оның үндей алмағаны да дұрыс болып шьқты. Өйткені мамасы Эльвиске оған белгісіз бір жайтті аңдаусыз айтып салған еді.

	Жалпы бұл жайлы ол білмеуге тиісті болатын. Оған мүлде күтпеген сыйлықты тарту еткілері келген-ді. Мамасының мұны енді білдіріп алғанына папасы күйіп-пісті.

	— Атайдың Эльвиске әлден-ақ велосипед сыйлаймын деуі неткен ессіздік! Бір-екі жыл кідірте тұруына болмас па еді. Алдымен бұл тым құрыса мектепке де барып алса екен-ау. Эльвис таң қалғаннан сілейді де қалды.

